,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq,CPM,Region,Source,Latitude,Longitude,Size_Categorie,station,Metagenome,depth,tricho_present,logCPM,phage_present
ERR1726976,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,39.3888,19.3905,Size_03,25SUR,25SUR1QQSS11,SUR,No Tricho,-2.0,False
ERR1726674,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,-17.4174,42.2547,Size_04,58SUR,58SUR1SSUU11,SUR,Tricho present,-2.0,False
ERR1726758,117,7523,5.04223,0.0694437,36.9,58.0,0.7841823056300269,South Atlantic,Tara,-40.6511,307.818,Size_03,80DCM,80DCM1QQSS11,DCM,Tricho present,-0.10558296139048831,False
ERR1726590,1254,59705,40.0168,0.776347,37.6,58.2,8.404825737265416,Indian,Tara,-17.4174,42.2547,Size_03,58DCM,58DCM1QQSS11,DCM,Tricho present,0.9245287133580476,True
ERR4691735,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,40.6541,2.8407,Size_03,10DCM,10DCM1QQSS11,DCM,No Tricho,-2.0,False
ERR1726813,4,332,0.22252,0.00256702,38.4,60.0,0.02680965147453083,Indian,Tara,-21.5043,54.3563,Size_04,51DCM,51DCM1SSUU11,DCM,Tricho present,-1.5717088318086876,False
ERR1726654,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,36.4121,287.0711,Size_04,144SUR,144SUR1SSUU11,SUR,Tricho present,-2.0,False
ERR1726841,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-5.2529,274.8455,Size_02,102SUR,102SUR1MMQQ11,SUR,Tricho present,-2.0,False
ERR1726652,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,14.6059,69.9776,Size_04,41SUR,41SUR1SSUU11,SUR,Tricho present,-2.0,False
ERR1726830,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-0.0283,275.4138,Size_03,106DCM,106DCM1QQSS11,DCM,No Tricho,-2.0,False
ERR599245,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-30.1367,316.7101,Size_04,78SUR,78SUR1SSUU11,SUR,Tricho present,-2.0,False
ERR4691754,10564,124362,83.3525,6.63739,37.2,57.9,70.80428954423593,Indian,Tara,-13.0833,46.971,Size_04,53SUR,53SUR1SSUU11,SUR,Tricho present,1.8500595693982365,True
ERR1726873,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,17.0854,241.1087,Size_03,136SUR,136SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR4691696,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,73.3833,191.8667,Size_03,194SUR,194SUR2QQSS11,SUR,No Tricho,-2.0,False
ERR1726893,22,1659,1.11193,0.0129826,37.9,56.2,0.14745308310991959,North Atlantic,Tara,29.6394,280.4605,Size_03,143DCM,143DCM1QQSS11,DCM,Tricho present,-0.8313461423144437,False
ERR868444,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-28.1698,252.61669999999998,Size_01,97SUR,97SUR1GGMM11,SUR,No Tricho,-2.0,False
ERR1726835,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,36.4121,287.0711,Size_All,144SUR,144SUR1GGZZ11,SUR,Tricho present,-2.0,False
ERR1726575,140,7907,5.2996,0.0876475,37.9,59.0,0.9383378016085792,Indian,Tara,4.6599,73.4856,Size_02,43SUR,43SUR1MMQQ11,SUR,Tricho present,-0.02764078745841194,False
ERR1726751,0,0,0.0,0.0,0.0,0.0,0.01,Red Sea,Tara,27.145,34.8067,Size_03,31SUR,31SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR1726754,93,7265,4.8693,0.0586528,37.0,58.1,0.6233243967828419,Indian,Tara,14.6059,69.9776,Size_03,41DCM,41DCM1QQSS11,DCM,Tricho present,-0.20528587458271483,False
ERR1726671,240,15359,10.2942,0.153076,37.7,55.9,1.60857908847185,Indian,Tara,,,Size_03,51DCM0,51DCM01QQRR11,CM0,Tricho present,0.20644241857495607,False
ERR1726636,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-40.6511,307.818,Size_03,80SUR,80SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR1726757,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,34.6712,288.6907,Size_03,146SUR,146SUR1QQSS11,SUR,No Tricho,-2.0,False
ERR1726816,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,31.5213,201.0042,Size_All,132SUR,132SUR1GGZZ11,SUR,Tricho present,-2.0,False
ERR1726844,1332,55286,37.055,0.830798,36.6,58.6,8.927613941018768,Indian,Tara,14.6059,69.9776,Size_03,41SUR,41SUR1QQSS11,SUR,Tricho present,0.9507354016976324,True
ERR4691686,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,70.9618,306.397,Size_02,206SUR,206SUR1KKQQ11,SUR,No Tricho,-2.0,False
ERR1726777,0,0,0.0,0.0,0.0,0.0,0.01,Red Sea,Tara,18.3967,39.875,Size_03,34SUR,34SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR4691629,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,77.1604,73.2057,Size_04,178SUR,178SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726618,1,92,0.0616622,0.000616622,28.5,60.0,0.006702412868632708,Mediterranean,Tara,39.3888,19.3905,Size_04,25DCM,25DCM1SSUU11,DCM,No Tricho,-2.17376882313665,False
ERR598961,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-16.9601,259.3665,Size_01,111DCM,111DCM0CCKK11,DCM,No Tricho,-2.0,False
ERR4691843,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,7.4122,280.6983,Size_02,140SUR,140SUR1MMQQ11,SUR,Tricho present,-2.0,False
ERR868348,2,139,0.0931635,0.000931635,30,55.0,0.013404825737265416,Red Sea,Tara,23.36,37.2183,Size_01,32DCM,32DCM1GGMM11,DCM,Tricho present,-1.8727388274726688,False
ERR868507,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,0.0033,71.6428,Size_01,45SUR,45SUR1GGMM11,SUR,No Tricho,-2.0,False
ERR1726646,35,2367,1.58646,0.0217024,38.4,59.9,0.2345844504021448,Indian,Tara,0.0033,71.6428,Size_03,45SUR,45SUR1QQSS11,SUR,Tricho present,-0.6297007787863743,False
ERR4691764,13,679,0.455094,0.00711126,37.3,49.2,0.0871313672922252,Indian,Tara,-17.0248,42.7401,Size_03,57SUR,57SUR1QQSS11,SUR,Tricho present,-1.0598254708298132,False
ERR1726684,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,29.6394,280.4605,Size_02,143DCM,143DCM1MMQQ11,DCM,Tricho present,-2.0,False
ERR1726854,4442,108176,72.504,2.77317,36.9,57.5,29.77211796246649,Indian,Tara,-21.5043,54.3563,Size_02,51SUR,51SUR1MMQQ11,SUR,Tricho present,1.4738097310758052,True
ERR1726649,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,-29.5019,37.9889,Size_04,64SUR,64SUR1SSUU11,SUR,Tricho present,-2.0,False
ERR1726885,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,39.2305,289.9623,Size_04,145SUR,145SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726630,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-31.0266,4.665,Size_04,68DCM,68DCM1SSUU11,DCM,No Tricho,-2.0,False
ERR1726767,76,2283,1.53016,0.0451743,37.3,58.9,0.5093833780160858,North Pacific,Tara,22.7598,202.0432,Size_03,131DCM,131DCM1QQSS11,DCM,Tricho present,-0.2929552308558587,False
ERR4691708,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,-21.4966,56.9011,Size_03,50SUR,50SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR1726853,4,305,0.204424,0.00252681,38.8,60.0,0.02680965147453083,South Atlantic,Tara,-44.5342,307.545,Size_03,81SUR,81SUR1QQSS11,SUR,Tricho present,-1.5717088318086876,False
ERR1726538,30,948,0.635389,0.0190483,37.6,60.0,0.20107238605898126,Indian,Tara,4.6599,73.4856,Size_04,43SUR,43SUR1SSUU11,SUR,Tricho present,-0.6966475684169875,False
ERR4691745,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,34.2116,13.7684,Size_02,19SUR,19SUR1MMQQ11,SUR,Tricho present,-2.0,False
ERR1726910,0,0,0.0,0.0,0.0,0.0,0.01,Red Sea,Tara,18.3967,39.875,Size_02,34DCM,34DCM1MMQQ11,DCM,No Tricho,-2.0,False
ERR1726568,11,468,0.313673,0.0061059,36.0,58.3,0.07372654155495979,Red Sea,Tara,23.36,37.2183,Size_03,32DCM,32DCM1QQSS11,DCM,Tricho present,-1.132376137978425,False
ERR599029,8,705,0.47252,0.00497319,38.3,56.0,0.05361930294906166,North Atlantic,Tara,9.8481,279.9546,Size_01,141SUR,141SUR0CCKK11,SUR,Tricho present,-1.2706788361447063,False
ERR1726792,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,1.9928,275.4234,Size_02,109SUR,109SUR1MMQQ11,SUR,No Tricho,-2.0,False
ERR4691840,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,29.6394,280.4605,Size_All,143SUR,143SUR1GGZZ11,SUR,Tricho present,-2.0,False
ERR1726748,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,35.7606,14.2522,Size_04,18SUR,18SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726894,2,128,0.0857909,0.000857909,37.6,19.0,0.013404825737265416,North Pacific,Tara,6.671,206.9342,Size_03,129SUR,129SUR1QQSS11,SUR,Tricho present,-1.8727388274726688,False
ERR1726718,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,,,Size_04,22DCM0,22DCM01SSUU11,CM0,No Tricho,-2.0,False
ERR4691636,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,74.8283,76.2096,Size_04,180DCM,180DCM1SSUU11,DCM,No Tricho,-2.0,False
ERR1726541,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-25.8051,248.2798,Size_04,98SUR,98SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR4691666,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,73.3833,191.8667,Size_04,194DCM,194DCM1SSUU11,DCM,No Tricho,-2.0,False
