,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq,CPM,Region,Source,Latitude,Longitude,Size_Categorie,station,Metagenome,depth,tricho_present,logCPM,phage_present
ERR1726573,1,49,0.0328418,0.000328418,39.8,0.0,0.006702412868632708,South Atlantic,Tara,-44.5342,307.545,Size_04,81DCM,81DCM0SSUU11,DCM,No Tricho,-2.17376882313665,False
ERR1726823,1650,7633,5.11595,0.936394,36.2,58.3,11.05898123324397,North Pacific,Tara,22.7598,202.0432,Size_04,131SUR,131SUR1SSUU11,SUR,Tricho present,1.0437151210772564,False
ERR1726617,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,29.6394,280.4605,Size_04,143DCM,143DCM1SSUU11,DCM,Tricho present,-2.0,False
ERR4691852,6032,107921,72.3331,3.81698,38.1,59.1,40.428954423592494,Indian,Tara,-12.807,45.2247,Size_02,54SUR,54SUR2MMQQ11,SUR,Tricho present,1.6066925097250677,True
ERR868391,110,8741.0,5.85858,0.0688807,30.0,58.6,0.7372654155495979,Indian,Tara,-21.5043,54.3563,Size_01,51SUR,51SUR1GGMM11,SUR,Tricho present,-0.13237613797842493,False
ERR1726563,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,1.9928,275.4234,Size_03,109DCM,109DCM1QQSS11,DCM,No Tricho,-2.0,False
ERR4691848,2262,47789,32.0302,1.33847,37.8,58.8,15.160857908847186,North Atlantic,Tara,9.8481,279.9546,Size_03,141SUR,141SUR1QQSS11,SUR,Tricho present,1.1807237774527866,True
ERR4691850,11,872,0.58445,0.00653485,38.4,53.4,0.07372654155495979,North Atlantic,Tara,9.8481,279.9546,Size_All,141SUR,141SUR1GGZZ11,SUR,Tricho present,-1.132376137978425,False
ERR4691689,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,69.1136,308.4914,Size_02,208SUR,208SUR1KKQQ11,SUR,No Tricho,-2.0,False
ERR1726577,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,0.0003,206.3241,Size_03,128SUR,128SUR1QQSS11,SUR,No Tricho,-2.0,False
ERR1726787,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,39.3888,19.3905,Size_04,25SUR,25SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR599170,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,35.9346,322.6968,Size_01,150SUR,150SUR0CCKK11,SUR,No Tricho,-2.0,False
ERR1726640,1740,52555,35.2245,1.06987,37.7,59.4,11.662198391420912,North Pacific,Tara,22.7598,202.0432,Size_02,131SUR,131SUR1MMQQ11,SUR,Tricho present,1.0667804251459496,True
ERR1726555,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,35.7606,14.2522,Size_02,18SUR,18SUR1MMQQ11,SUR,No Tricho,-2.0,False
ERR4691752,16977,127617,85.5342,10.6056,37.2,58.4,113.78686327077749,Indian,Tara,-13.0833,46.971,Size_02,53SUR,53SUR1MMQQ11,SUR,Tricho present,2.0560921255183406,True
ERR1726747,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,32.931,238.13549999999998,Size_04,135SUR,135SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726769,8,684,0.458445,0.00529491,37.0,60.0,0.05361930294906166,North Pacific,Tara,31.5213,201.0042,Size_03,132DCM,132DCM1QQSS11,DCM,Tricho present,-1.2706788361447063,False
ERR1726621,1951,63476,42.5442,1.24038,37.4,59.8,13.076407506702413,North Pacific,Tara,22.7598,202.0432,Size_03,131SUR,131SUR1QQSS11,SUR,Tricho present,1.1164884462578681,True
ERR1726934,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,6.0001,73.8955,Size_04,42SUR,42SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR4691645,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,78.2518,91.8557,Size_04,188SUR,188SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726798,2,168,0.112601,0.00113271,34.6,50.0,0.013404825737265416,Indian,Tara,-17.4174,42.2547,Size_04,58DCM,58DCM1SSUU11,DCM,Tricho present,-1.8727388274726688,False
ERR4691743,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-31.4328,266.0417,Size_All,95SUR,95SUR1GGZZ11,SUR,No Tricho,-2.0,False
ERR1726764,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,34.6712,288.6907,Size_04,146SUR,146SUR1SSUU11,SUR,Tricho present,-2.0,False
ERR599243,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-31.0266,4.665,Size_04,68SUR,68SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726788,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,1.9928,275.4234,Size_03,109SUR,109SUR1QQSS11,SUR,No Tricho,-2.0,False
ERR318604,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,33.9178,32.8872,Size_01,30SUR,30SUR1GGMM11,SUR,No Tricho,-2.0,False
ERR599090,0,0,0.0,0.0,0.0,0.0,0.01,Southern,Tara,-62.0385,310.471,Size_01,85SUR,85SUR0CCKK11,SUR,No Tricho,-2.0,False
ERR599250,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-30.1367,316.7101,Size_02,78SUR,78SUR1MMQQ11,SUR,No Tricho,-2.0,False
ERR1726697,1729,70863,47.4953,1.07351,37.4,57.9,11.588471849865952,Indian,Tara,-21.5043,54.3563,Size_02,51SUR,51SUR3MMQQ11,SUR,Tricho present,1.0640261701372726,True
ERR4691709,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,-21.4966,56.9011,Size_04,50DCM,50DCM2SSUU11,DCM,Tricho present,-2.0,False
ERR4691761,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,43.3482,7.901,Size_03,12DCM,12DCM1QQSS11,DCM,No Tricho,-2.0,False
ERR599050,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-32.7971,272.9307,Size_01,94SUR,94SUR0CCKK11,SUR,No Tricho,-2.0,False
ERR1726593,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-28.1698,252.61669999999998,Size_04,97SUR,97SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR4691692,0,0,0.0,0.0,0.0,0.0,0.01,Arctic,Tara,61.5442,304.0135,Size_All,210SUR,210SUR1GGZZ11,SUR,No Tricho,-2.0,False
ERR1726951,0,0,0.0,0.0,0.0,0.0,0.01,Indian,Tara,20.8222,63.5133,Size_03,36SUR,36SUR1QQSS11,SUR,No Tricho,-2.0,False
ERR4691756,130258,138893,93.0918,81.8276,37.9,59.0,873.0428954423593,Indian,Tara,-12.807,45.2247,Size_03,54SUR,54SUR1QQSS11,SUR,Tricho present,2.9410355825328893,True
ERR1726625,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,31.6948,295.7511,Size_03,148SUR,148SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR1726902,5,251,0.168231,0.00325737,37.8,60.0,0.03351206434316354,Red Sea,Tara,22.025,38.2333,Size_03,33SUR,33SUR1QQSS11,SUR,Tricho present,-1.4747988188006311,False
ERR599027,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-47.1863,301.7098,Size_01,82DCM,82DCM0CCKK11,DCM,No Tricho,-2.0,False
ERR1726557,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,39.0864,5.791,Size_04,9DCM,9DCM1SSUU11,DCM,No Tricho,-2.0,False
ERR4691757,578,35522,23.8083,0.360972,37.5,58.6,3.8739946380697052,Indian,Tara,-12.807,45.2247,Size_04,54SUR,54SUR1SSUU11,SUR,Tricho present,0.5881590152838791,True
ERR4691759,21,1664,1.11528,0.0129625,38.7,59.7,0.14075067024128687,Indian,Tara,-22.3368,40.3412,Size_03,62SUR,62SUR1QQSS11,SUR,Tricho present,-0.8515495284027307,False
ERR4691758,115,9107,6.10389,0.0723928,37.4,58.3,0.7707774798927615,Indian,Tara,-22.3368,40.3412,Size_01,62SUR,62SUR1GGMM11,SUR,Tricho present,-0.11307098278303826,False
ERR599291,0,0,0.0,0.0,0.0,0.0,0.01,Southern,Tara,-60.2287,299.3524,Size_04,84SUR,84SUR0SSUU11,SUR,No Tricho,-2.0,False
ERR4691849,2,136,0.0911528,0.00113271,39.5,45.0,0.013404825737265416,North Atlantic,Tara,9.8481,279.9546,Size_04,141SUR,141SUR1SSUU11,SUR,Tricho present,-1.8727388274726688,False
ERR4691835,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,32.7526,237.99869999999999,Size_04,134SUR,134SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726651,441,30281,20.2956,0.278887,37.5,59.3,2.9557640750670244,Indian,Tara,-21.5043,54.3563,Size_04,51SUR,51SUR1SSUU11,SUR,Tricho present,0.4706697663311886,True
ERR1726662,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,39.0864,5.791,Size_04,9SUR,9SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR1726677,1749,65854,44.1381,1.10163,37.3,59.0,11.722520107238607,Indian,Tara,-17.4174,42.2547,Size_02,58SUR,58SUR1MMQQ11,SUR,Tricho present,1.0690209863420266,True
ERR1726838,23,1169,0.783512,0.0135523,37.6,59.9,0.1541554959785523,Red Sea,Tara,23.36,37.2183,Size_03,32SUR,32SUR1QQSS11,SUR,Tricho present,-0.812040987119057,False
ERR4691755,7184,116010,77.7547,4.52971,37.7,59.1,48.15013404825738,Indian,Tara,-12.807,45.2247,Size_01,54SUR,54SUR1GGMM11,SUR,Tricho present,1.682597500522598,True
ERR1726737,0,0,0.0,0.0,0.0,0.0,0.01,North Atlantic,Tara,29.6394,280.4605,Size_03,143SUR,143SUR1QQSS11,SUR,Tricho present,-2.0,False
ERR1726780,0,0,0.0,0.0,0.0,0.0,0.01,South Atlantic,Tara,-20.9354,324.8197,Size_02,76DCM,76DCM1MMQQ11,DCM,Tricho present,-2.0,False
ERR1726921,1996,80465,53.931,1.23715,37.6,58.6,13.378016085790886,Indian,Tara,-21.5043,54.3563,Size_02,51SUR,51SUR2MMQQ11,SUR,Tricho present,1.1263917138147024,True
ERR1726856,0,0,0.0,0.0,0.0,0.0,0.01,North Pacific,Tara,1.9928,275.4234,Size_02,109DCM,109DCM1MMQQ11,DCM,No Tricho,-2.0,False
ERR318600,0,0,0.0,0.0,0.0,0.0,0.01,Mediterranean,Tara,42.1735,17.7252,Size_04,23SUR,23SUR1SSUU11,SUR,No Tricho,-2.0,False
ERR4691794,0,0,0.0,0.0,0.0,0.0,0.01,South Pacific,Tara,-23.0242,225.0768,Size_04,120SUR,120SUR1SSUU11,SUR,No Tricho,-2.0,False
